texto_machista,texto_inclusivo,nivel,subcategoria,pais,contexto,marcadores_linguisticos,explicacion
"Yo me encargo es complicado, wn",¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,"['encargo' 'complicado,']",Protección que limita autonomía
"Weón, yo me encargo es complicado",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,"['weón,' 'encargo' 'complicado']",Protección que limita autonomía
Yo pago siempre,¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,social,['pago' 'siempre'],Protección que limita autonomía
"Fome, las damas no cargan",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,pareja,"['fome,' 'damas' 'cargan']",Protección que limita autonomía
Yo pago todo el tiempo,¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['pago' 'todo' 'tiempo'],Protección que limita autonomía
"Fome, déjame puedes lastimarte",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,citas,"['fome,' 'déjame' 'puedes' 'lastimarte']",Protección que limita autonomía
Yo cargo pesan bacán,¿Quieres una mano?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['cargo' 'pesan' 'bacán'],Protección que limita autonomía
Déjame puedes lastimarte,¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,citas,['déjame' 'puedes' 'lastimarte'],Protección que limita autonomía
"Yo pago siempre, cachai",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,citas,"['pago' 'siempre,' 'cachai']",Protección que limita autonomía
"Fome, yo subo tú espera fome",¿Necesitas algo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,pareja,"['fome,' 'subo' 'espera' 'fome']",Protección que limita autonomía
"Déjame instalarlo, así que, bacán",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,pareja,"['déjame' 'instalarlo,' 'que,' 'bacán']",Protección que limita autonomía
"Weón, eso no es para mujeres, po",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,"['weón,' 'para' 'mujeres,']",Protección que limita autonomía
"Déjame ayudarte es difícil, porque",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,"['déjame' 'ayudarte' 'difícil,' 'porque']",Protección que limita autonomía
"Weón, yo me encargo es complicado vo",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,"['weón,' 'encargo' 'complicado']",Protección que limita autonomía
"Yo cargo pesan, wn",¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,pareja,"['cargo' 'pesan,']",Protección que limita autonomía
"Déjame instalarlo, mira",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,citas,"['déjame' 'instalarlo,' 'mira']",Protección que limita autonomía
"Yo subo tú espera, cachai",¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,"['subo' 'espera,' 'cachai']",Protección que limita autonomía
"Wn, déjame puedes lastimarte",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['déjame' 'puedes' 'lastimarte'],Protección que limita autonomía
Yo cargo pesan,¿Necesitas algo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,citas,['cargo' 'pesan'],Protección que limita autonomía
"Tranquila yo lo arreglo, cachai",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,social,"['tranquila' 'arreglo,' 'cachai']",Protección que limita autonomía
"Vo, yo pago siempre",¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,pareja,['pago' 'siempre'],Protección que limita autonomía
"Yo pago siempre, entonces",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,"['pago' 'siempre,' 'entonces']",Protección que limita autonomía
"Cachai, eso no es para mujeres, fome",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,social,"['cachai,' 'para' 'mujeres,' 'fome']",Protección que limita autonomía
Déjame instalarlo bacán,¿Quieres una mano?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['déjame' 'instalarlo' 'bacán'],Protección que limita autonomía
No te esfuerces weón,¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,['esfuerces' 'weón'],Protección que limita autonomía
"Bacán, no es trabajo para ti",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,"['bacán,' 'trabajo' 'para']",Protección que limita autonomía
"Weón, las damas no cargan",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,citas,"['weón,' 'damas' 'cargan']",Protección que limita autonomía
Yo lo hago es pesado para ti cachai,¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,['hago' 'pesado' 'para' 'cachai'],Protección que limita autonomía
"Wn, yo cargo pesan, po",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,"['cargo' 'pesan,']",Protección que limita autonomía
"Bacán, eso no es para mujeres",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,"['bacán,' 'para' 'mujeres']",Protección que limita autonomía
"Vo, yo lo hago es pesado para ti weón",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['hago' 'pesado' 'para' 'weón'],Protección que limita autonomía
"Tranquila yo lo arreglo, fome",¿Quieres una mano?,sexismo_benevolente,caballerosidad_condescendiente,Chile,pareja,"['tranquila' 'arreglo,' 'fome']",Protección que limita autonomía
"Fome, yo lo hago es pesado para ti",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,"['fome,' 'hago' 'pesado' 'para']",Protección que limita autonomía
No te esfuerces,¿Quieres una mano?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['esfuerces'],Protección que limita autonomía
Yo pago nunca fallas,¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,laboral,['pago' 'nunca' 'fallas'],Protección que limita autonomía
"Déjame puedes lastimarte, weón",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,"['déjame' 'puedes' 'lastimarte,' 'weón']",Protección que limita autonomía
"Wn, tranquila yo lo arreglo",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,['tranquila' 'arreglo'],Protección que limita autonomía
"Déjame ayudarte es difícil, ya que",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,citas,"['déjame' 'ayudarte' 'difícil,']",Protección que limita autonomía
"No es trabajo para ti, así que, bacán",¿Quieres una mano?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,"['trabajo' 'para' 'que,' 'bacán']",Protección que limita autonomía
Yo pago siempre vo,¿Necesitas algo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['pago' 'siempre'],Protección que limita autonomía
"Yo manejo es seguro, weón",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,social,"['manejo' 'seguro,' 'weón']",Protección que limita autonomía
"Weón, no es trabajo para ti",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,social,"['weón,' 'trabajo' 'para']",Protección que limita autonomía
Yo pago siempre cachai,¿Necesitas algo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,social,['pago' 'siempre' 'cachai'],Protección que limita autonomía
"Wn, no es trabajo para ti",¿Quieres una mano?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,['trabajo' 'para'],Protección que limita autonomía
Déjame instalarlo,¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,['déjame' 'instalarlo'],Protección que limita autonomía
"Yo subo tú espera, vo",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,"['subo' 'espera,']",Protección que limita autonomía
"Wn, yo subo tú espera",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,citas,['subo' 'espera'],Protección que limita autonomía
Yo lo hago es pesado para ti,¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,social,['hago' 'pesado' 'para'],Protección que limita autonomía
"Déjame puedes lastimarte, ya que bacán",¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,"['déjame' 'puedes' 'lastimarte,' 'bacán']",Protección que limita autonomía
"Po, eso no es para mujeres po",¿Necesitas algo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,['para' 'mujeres'],Protección que limita autonomía
"Las damas no cargan, vo",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,"['damas' 'cargan,']",Protección que limita autonomía
"Fome, no te esfuerces",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,laboral,"['fome,' 'esfuerces']",Protección que limita autonomía
"Weón, las mujeres no deben hacer eso",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,"['weón,' 'mujeres' 'deben' 'hacer']",Protección que limita autonomía
"Fome, no es trabajo para ti",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,"['fome,' 'trabajo' 'para']",Protección que limita autonomía
Las damas no cargan,¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['damas' 'cargan'],Protección que limita autonomía
"Yo pago siempre, weón",¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,"['pago' 'siempre,' 'weón']",Protección que limita autonomía
Las mujeres no deben hacer eso cachai,¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,laboral,['mujeres' 'deben' 'hacer' 'cachai'],Protección que limita autonomía
Déjame ayudarte es difícil,¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,social,['déjame' 'ayudarte' 'difícil'],Protección que limita autonomía
"Eso no es para mujeres, porque",¿Necesitas algo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,pareja,"['para' 'mujeres,' 'porque']",Protección que limita autonomía
Las viejaes no deben hacer eso,¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['viejaes' 'deben' 'hacer'],Protección que limita autonomía
"Las damas no cargan, porque",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,"['damas' 'cargan,' 'porque']",Protección que limita autonomía
"Po, no es trabajo para ti, fome",¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,['trabajo' 'para' 'fome'],Protección que limita autonomía
"Po, yo me encargo es complicado",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,['encargo' 'complicado'],Protección que limita autonomía
"Wn, yo lo hago es pesado para ti",¿Quieres una mano?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,['hago' 'pesado' 'para'],Protección que limita autonomía
Las mujeres no deben hacer eso,¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,['mujeres' 'deben' 'hacer'],Protección que limita autonomía
"Po, no te esfuerces",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,pareja,['esfuerces'],Protección que limita autonomía
No es trabajo para ti po,¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,['trabajo' 'para'],Protección que limita autonomía
"Vo, las mujeres no deben hacer eso",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,['mujeres' 'deben' 'hacer'],Protección que limita autonomía
"Tranquila yo lo arreglo, po",¿Lo hacemos juntos?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,"['tranquila' 'arreglo,']",Protección que limita autonomía
"Cachai, yo manejo es seguro",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,educativo,"['cachai,' 'manejo' 'seguro']",Protección que limita autonomía
"Vo, yo manejo es seguro",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,redes_sociales,['manejo' 'seguro'],Protección que limita autonomía
"Fome, déjame instalarlo",¿Prefieres que maneje?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,"['fome,' 'déjame' 'instalarlo']",Protección que limita autonomía
"Po, las mujeres no deben hacer eso",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,citas,['mujeres' 'deben' 'hacer'],Protección que limita autonomía
"Vo, déjame puedes lastimarte, vo",¿Te ayudo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,social,"['déjame' 'puedes' 'lastimarte,']",Protección que limita autonomía
"Wn, no te esfuerces",¿Quieres una mano?,sexismo_benevolente,caballerosidad_condescendiente,Chile,familia,['esfuerces'],Protección que limita autonomía
"Cachai, tranquila yo lo arreglo, así que",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,calle,"['cachai,' 'tranquila' 'arreglo,']",Protección que limita autonomía
